split,label,dataset,episode,segment_index,start_frame,end_frame,sample_start,sample_end,frame,path,instruction,prompt
train,turn_to_scanner,sorting_packages_part_1,14,1,202,330,208,324,288,train/turn_to_scanner/sorting_packages_part_1_ep000014_seg01_f000288.jpg,Turn the waist right to face the barcode scanner.,Turn the waist right to face the barcode scanner.
train,turn_to_scanner,sorting_packages_part_1,14,1,202,330,208,324,298,train/turn_to_scanner/sorting_packages_part_1_ep000014_seg01_f000298.jpg,Turn the waist right to face the barcode scanner.,Turn the waist right to face the barcode scanner.
train,turn_to_scanner,sorting_packages_part_1,14,1,202,330,208,324,308,train/turn_to_scanner/sorting_packages_part_1_ep000014_seg01_f000308.jpg,Turn the waist right to face the barcode scanner.,Turn the waist right to face the barcode scanner.
train,turn_to_scanner,sorting_packages_part_1,14,1,202,330,208,324,318,train/turn_to_scanner/sorting_packages_part_1_ep000014_seg01_f000318.jpg,Turn the waist right to face the barcode scanner.,Turn the waist right to face the barcode scanner.
train,turn_to_scanner,sorting_packages_part_1,14,1,202,330,208,324,323,train/turn_to_scanner/sorting_packages_part_1_ep000014_seg01_f000323.jpg,Turn the waist right to face the barcode scanner.,Turn the waist right to face the barcode scanner.
train,place_on_scanning_table,sorting_packages_part_1,14,2,330,743,454,681,454,train/place_on_scanning_table/sorting_packages_part_1_ep000014_seg02_f000454.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,14,2,330,743,454,681,464,train/place_on_scanning_table/sorting_packages_part_1_ep000014_seg02_f000464.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,14,2,330,743,454,681,474,train/place_on_scanning_table/sorting_packages_part_1_ep000014_seg02_f000474.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,14,2,330,743,454,681,484,train/place_on_scanning_table/sorting_packages_part_1_ep000014_seg02_f000484.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,14,2,330,743,454,681,494,train/place_on_scanning_table/sorting_packages_part_1_ep000014_seg02_f000494.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,14,2,330,743,454,681,504,train/place_on_scanning_table/sorting_packages_part_1_ep000014_seg02_f000504.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,14,2,330,743,454,681,514,train/place_on_scanning_table/sorting_packages_part_1_ep000014_seg02_f000514.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,14,2,330,743,454,681,524,train/place_on_scanning_table/sorting_packages_part_1_ep000014_seg02_f000524.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,14,2,330,743,454,681,534,train/place_on_scanning_table/sorting_packages_part_1_ep000014_seg02_f000534.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,14,2,330,743,454,681,544,train/place_on_scanning_table/sorting_packages_part_1_ep000014_seg02_f000544.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,14,2,330,743,454,681,554,train/place_on_scanning_table/sorting_packages_part_1_ep000014_seg02_f000554.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,14,2,330,743,454,681,564,train/place_on_scanning_table/sorting_packages_part_1_ep000014_seg02_f000564.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,14,2,330,743,454,681,574,train/place_on_scanning_table/sorting_packages_part_1_ep000014_seg02_f000574.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,14,2,330,743,454,681,584,train/place_on_scanning_table/sorting_packages_part_1_ep000014_seg02_f000584.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,14,2,330,743,454,681,594,train/place_on_scanning_table/sorting_packages_part_1_ep000014_seg02_f000594.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,14,2,330,743,454,681,604,train/place_on_scanning_table/sorting_packages_part_1_ep000014_seg02_f000604.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,14,2,330,743,454,681,614,train/place_on_scanning_table/sorting_packages_part_1_ep000014_seg02_f000614.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,14,2,330,743,454,681,624,train/place_on_scanning_table/sorting_packages_part_1_ep000014_seg02_f000624.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,14,2,330,743,454,681,634,train/place_on_scanning_table/sorting_packages_part_1_ep000014_seg02_f000634.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,14,2,330,743,454,681,644,train/place_on_scanning_table/sorting_packages_part_1_ep000014_seg02_f000644.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,14,2,330,743,454,681,654,train/place_on_scanning_table/sorting_packages_part_1_ep000014_seg02_f000654.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,14,2,330,743,454,681,664,train/place_on_scanning_table/sorting_packages_part_1_ep000014_seg02_f000664.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,14,2,330,743,454,681,674,train/place_on_scanning_table/sorting_packages_part_1_ep000014_seg02_f000674.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,14,2,330,743,454,681,680,train/place_on_scanning_table/sorting_packages_part_1_ep000014_seg02_f000680.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,grab_from_scanning_table,sorting_packages_part_1,14,3,743,866,774,835,774,train/grab_from_scanning_table/sorting_packages_part_1_ep000014_seg03_f000774.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,14,3,743,866,774,835,784,train/grab_from_scanning_table/sorting_packages_part_1_ep000014_seg03_f000784.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,14,3,743,866,774,835,794,train/grab_from_scanning_table/sorting_packages_part_1_ep000014_seg03_f000794.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,14,3,743,866,774,835,804,train/grab_from_scanning_table/sorting_packages_part_1_ep000014_seg03_f000804.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,14,3,743,866,774,835,814,train/grab_from_scanning_table/sorting_packages_part_1_ep000014_seg03_f000814.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,14,3,743,866,774,835,824,train/grab_from_scanning_table/sorting_packages_part_1_ep000014_seg03_f000824.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,14,3,743,866,774,835,834,train/grab_from_scanning_table/sorting_packages_part_1_ep000014_seg03_f000834.jpg,The right arm grabs the package.,The right arm grabs the package.
train,rotate_to_bin,sorting_packages_part_1,14,4,866,901,868,899,868,train/rotate_to_bin/sorting_packages_part_1_ep000014_seg04_f000868.jpg,Rotate the waist with the right arm.,Rotate the waist with the right arm.
train,rotate_to_bin,sorting_packages_part_1,14,4,866,901,868,899,878,train/rotate_to_bin/sorting_packages_part_1_ep000014_seg04_f000878.jpg,Rotate the waist with the right arm.,Rotate the waist with the right arm.
train,rotate_to_bin,sorting_packages_part_1,14,4,866,901,868,899,888,train/rotate_to_bin/sorting_packages_part_1_ep000014_seg04_f000888.jpg,Rotate the waist with the right arm.,Rotate the waist with the right arm.
train,rotate_to_bin,sorting_packages_part_1,14,4,866,901,868,899,898,train/rotate_to_bin/sorting_packages_part_1_ep000014_seg04_f000898.jpg,Rotate the waist with the right arm.,Rotate the waist with the right arm.
train,place_in_blue_bin,sorting_packages_part_1,14,5,901,923,902,922,902,train/place_in_blue_bin/sorting_packages_part_1_ep000014_seg05_f000902.jpg,Place the package in the blue bin.,Place the package in the blue bin.
train,place_in_blue_bin,sorting_packages_part_1,14,5,901,923,902,922,912,train/place_in_blue_bin/sorting_packages_part_1_ep000014_seg05_f000912.jpg,Place the package in the blue bin.,Place the package in the blue bin.
train,place_in_blue_bin,sorting_packages_part_1,14,5,901,923,902,922,921,train/place_in_blue_bin/sorting_packages_part_1_ep000014_seg05_f000921.jpg,Place the package in the blue bin.,Place the package in the blue bin.
train,return_initial,sorting_packages_part_1,14,6,923,979,926,977,926,train/return_initial/sorting_packages_part_1_ep000014_seg06_f000926.jpg,Both arms coordinate and return the waist to the initial posture.,Both arms coordinate and the waist returns to the initial posture.
train,return_initial,sorting_packages_part_1,14,6,923,979,926,977,936,train/return_initial/sorting_packages_part_1_ep000014_seg06_f000936.jpg,Both arms coordinate and return the waist to the initial posture.,Both arms coordinate and the waist returns to the initial posture.
train,return_initial,sorting_packages_part_1,14,6,923,979,926,977,946,train/return_initial/sorting_packages_part_1_ep000014_seg06_f000946.jpg,Both arms coordinate and return the waist to the initial posture.,Both arms coordinate and the waist returns to the initial posture.
train,return_initial,sorting_packages_part_1,14,6,923,979,926,977,956,train/return_initial/sorting_packages_part_1_ep000014_seg06_f000956.jpg,Both arms coordinate and return the waist to the initial posture.,Both arms coordinate and the waist returns to the initial posture.
train,return_initial,sorting_packages_part_1,14,6,923,979,926,977,966,train/return_initial/sorting_packages_part_1_ep000014_seg06_f000966.jpg,Both arms coordinate and return the waist to the initial posture.,Both arms coordinate and the waist returns to the initial posture.
train,return_initial,sorting_packages_part_1,14,6,923,979,926,977,976,train/return_initial/sorting_packages_part_1_ep000014_seg06_f000976.jpg,Both arms coordinate and return the waist to the initial posture.,Both arms coordinate and the waist returns to the initial posture.
train,grab_table,sorting_packages_part_1,15,0,0,152,8,144,8,train/grab_table/sorting_packages_part_1_ep000015_seg00_f000008.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,15,0,0,152,8,144,18,train/grab_table/sorting_packages_part_1_ep000015_seg00_f000018.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,15,0,0,152,8,144,28,train/grab_table/sorting_packages_part_1_ep000015_seg00_f000028.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,15,0,0,152,8,144,38,train/grab_table/sorting_packages_part_1_ep000015_seg00_f000038.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,15,0,0,152,8,144,48,train/grab_table/sorting_packages_part_1_ep000015_seg00_f000048.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,15,0,0,152,8,144,58,train/grab_table/sorting_packages_part_1_ep000015_seg00_f000058.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,15,0,0,152,8,144,68,train/grab_table/sorting_packages_part_1_ep000015_seg00_f000068.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,15,0,0,152,8,144,78,train/grab_table/sorting_packages_part_1_ep000015_seg00_f000078.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,15,0,0,152,8,144,88,train/grab_table/sorting_packages_part_1_ep000015_seg00_f000088.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,15,0,0,152,8,144,98,train/grab_table/sorting_packages_part_1_ep000015_seg00_f000098.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,15,0,0,152,8,144,108,train/grab_table/sorting_packages_part_1_ep000015_seg00_f000108.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,15,0,0,152,8,144,118,train/grab_table/sorting_packages_part_1_ep000015_seg00_f000118.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,15,0,0,152,8,144,128,train/grab_table/sorting_packages_part_1_ep000015_seg00_f000128.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,15,0,0,152,8,144,138,train/grab_table/sorting_packages_part_1_ep000015_seg00_f000138.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,15,0,0,152,8,144,143,train/grab_table/sorting_packages_part_1_ep000015_seg00_f000143.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,turn_to_scanner,sorting_packages_part_1,15,1,152,239,156,235,156,train/turn_to_scanner/sorting_packages_part_1_ep000015_seg01_f000156.jpg,Turn the waist right to face the barcode scanner.,Turn the waist right to face the barcode scanner.
train,turn_to_scanner,sorting_packages_part_1,15,1,152,239,156,235,166,train/turn_to_scanner/sorting_packages_part_1_ep000015_seg01_f000166.jpg,Turn the waist right to face the barcode scanner.,Turn the waist right to face the barcode scanner.
train,turn_to_scanner,sorting_packages_part_1,15,1,152,239,156,235,176,train/turn_to_scanner/sorting_packages_part_1_ep000015_seg01_f000176.jpg,Turn the waist right to face the barcode scanner.,Turn the waist right to face the barcode scanner.
train,turn_to_scanner,sorting_packages_part_1,15,1,152,239,156,235,186,train/turn_to_scanner/sorting_packages_part_1_ep000015_seg01_f000186.jpg,Turn the waist right to face the barcode scanner.,Turn the waist right to face the barcode scanner.
train,turn_to_scanner,sorting_packages_part_1,15,1,152,239,156,235,196,train/turn_to_scanner/sorting_packages_part_1_ep000015_seg01_f000196.jpg,Turn the waist right to face the barcode scanner.,Turn the waist right to face the barcode scanner.
train,turn_to_scanner,sorting_packages_part_1,15,1,152,239,156,235,206,train/turn_to_scanner/sorting_packages_part_1_ep000015_seg01_f000206.jpg,Turn the waist right to face the barcode scanner.,Turn the waist right to face the barcode scanner.
train,turn_to_scanner,sorting_packages_part_1,15,1,152,239,156,235,216,train/turn_to_scanner/sorting_packages_part_1_ep000015_seg01_f000216.jpg,Turn the waist right to face the barcode scanner.,Turn the waist right to face the barcode scanner.
train,turn_to_scanner,sorting_packages_part_1,15,1,152,239,156,235,226,train/turn_to_scanner/sorting_packages_part_1_ep000015_seg01_f000226.jpg,Turn the waist right to face the barcode scanner.,Turn the waist right to face the barcode scanner.
train,turn_to_scanner,sorting_packages_part_1,15,1,152,239,156,235,234,train/turn_to_scanner/sorting_packages_part_1_ep000015_seg01_f000234.jpg,Turn the waist right to face the barcode scanner.,Turn the waist right to face the barcode scanner.
train,place_on_scanning_table,sorting_packages_part_1,15,2,239,483,312,446,312,train/place_on_scanning_table/sorting_packages_part_1_ep000015_seg02_f000312.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,15,2,239,483,312,446,322,train/place_on_scanning_table/sorting_packages_part_1_ep000015_seg02_f000322.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,15,2,239,483,312,446,332,train/place_on_scanning_table/sorting_packages_part_1_ep000015_seg02_f000332.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,15,2,239,483,312,446,342,train/place_on_scanning_table/sorting_packages_part_1_ep000015_seg02_f000342.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,15,2,239,483,312,446,352,train/place_on_scanning_table/sorting_packages_part_1_ep000015_seg02_f000352.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,15,2,239,483,312,446,362,train/place_on_scanning_table/sorting_packages_part_1_ep000015_seg02_f000362.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,15,2,239,483,312,446,372,train/place_on_scanning_table/sorting_packages_part_1_ep000015_seg02_f000372.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,15,2,239,483,312,446,382,train/place_on_scanning_table/sorting_packages_part_1_ep000015_seg02_f000382.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,15,2,239,483,312,446,392,train/place_on_scanning_table/sorting_packages_part_1_ep000015_seg02_f000392.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,15,2,239,483,312,446,402,train/place_on_scanning_table/sorting_packages_part_1_ep000015_seg02_f000402.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,15,2,239,483,312,446,412,train/place_on_scanning_table/sorting_packages_part_1_ep000015_seg02_f000412.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,15,2,239,483,312,446,422,train/place_on_scanning_table/sorting_packages_part_1_ep000015_seg02_f000422.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,15,2,239,483,312,446,432,train/place_on_scanning_table/sorting_packages_part_1_ep000015_seg02_f000432.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,15,2,239,483,312,446,442,train/place_on_scanning_table/sorting_packages_part_1_ep000015_seg02_f000442.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,15,2,239,483,312,446,445,train/place_on_scanning_table/sorting_packages_part_1_ep000015_seg02_f000445.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,grab_from_scanning_table,sorting_packages_part_1,15,3,483,648,524,607,524,train/grab_from_scanning_table/sorting_packages_part_1_ep000015_seg03_f000524.jpg,The right arm grabbed the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,15,3,483,648,524,607,534,train/grab_from_scanning_table/sorting_packages_part_1_ep000015_seg03_f000534.jpg,The right arm grabbed the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,15,3,483,648,524,607,544,train/grab_from_scanning_table/sorting_packages_part_1_ep000015_seg03_f000544.jpg,The right arm grabbed the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,15,3,483,648,524,607,554,train/grab_from_scanning_table/sorting_packages_part_1_ep000015_seg03_f000554.jpg,The right arm grabbed the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,15,3,483,648,524,607,564,train/grab_from_scanning_table/sorting_packages_part_1_ep000015_seg03_f000564.jpg,The right arm grabbed the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,15,3,483,648,524,607,574,train/grab_from_scanning_table/sorting_packages_part_1_ep000015_seg03_f000574.jpg,The right arm grabbed the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,15,3,483,648,524,607,584,train/grab_from_scanning_table/sorting_packages_part_1_ep000015_seg03_f000584.jpg,The right arm grabbed the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,15,3,483,648,524,607,594,train/grab_from_scanning_table/sorting_packages_part_1_ep000015_seg03_f000594.jpg,The right arm grabbed the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,15,3,483,648,524,607,604,train/grab_from_scanning_table/sorting_packages_part_1_ep000015_seg03_f000604.jpg,The right arm grabbed the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,15,3,483,648,524,607,606,train/grab_from_scanning_table/sorting_packages_part_1_ep000015_seg03_f000606.jpg,The right arm grabbed the package.,The right arm grabs the package.
train,rotate_to_bin,sorting_packages_part_1,15,4,648,704,651,701,651,train/rotate_to_bin/sorting_packages_part_1_ep000015_seg04_f000651.jpg,Rotate the waist to the right.,Rotate the waist with the right arm.
train,rotate_to_bin,sorting_packages_part_1,15,4,648,704,651,701,661,train/rotate_to_bin/sorting_packages_part_1_ep000015_seg04_f000661.jpg,Rotate the waist to the right.,Rotate the waist with the right arm.
train,rotate_to_bin,sorting_packages_part_1,15,4,648,704,651,701,671,train/rotate_to_bin/sorting_packages_part_1_ep000015_seg04_f000671.jpg,Rotate the waist to the right.,Rotate the waist with the right arm.
train,rotate_to_bin,sorting_packages_part_1,15,4,648,704,651,701,681,train/rotate_to_bin/sorting_packages_part_1_ep000015_seg04_f000681.jpg,Rotate the waist to the right.,Rotate the waist with the right arm.
train,rotate_to_bin,sorting_packages_part_1,15,4,648,704,651,701,691,train/rotate_to_bin/sorting_packages_part_1_ep000015_seg04_f000691.jpg,Rotate the waist to the right.,Rotate the waist with the right arm.
train,rotate_to_bin,sorting_packages_part_1,15,4,648,704,651,701,700,train/rotate_to_bin/sorting_packages_part_1_ep000015_seg04_f000700.jpg,Rotate the waist to the right.,Rotate the waist with the right arm.
train,place_in_blue_bin,sorting_packages_part_1,15,5,704,777,708,773,708,train/place_in_blue_bin/sorting_packages_part_1_ep000015_seg05_f000708.jpg,Place the package in the blue bin.,Place the package in the blue bin.
train,place_in_blue_bin,sorting_packages_part_1,15,5,704,777,708,773,718,train/place_in_blue_bin/sorting_packages_part_1_ep000015_seg05_f000718.jpg,Place the package in the blue bin.,Place the package in the blue bin.
train,place_in_blue_bin,sorting_packages_part_1,15,5,704,777,708,773,728,train/place_in_blue_bin/sorting_packages_part_1_ep000015_seg05_f000728.jpg,Place the package in the blue bin.,Place the package in the blue bin.
train,place_in_blue_bin,sorting_packages_part_1,15,5,704,777,708,773,738,train/place_in_blue_bin/sorting_packages_part_1_ep000015_seg05_f000738.jpg,Place the package in the blue bin.,Place the package in the blue bin.
train,place_in_blue_bin,sorting_packages_part_1,15,5,704,777,708,773,748,train/place_in_blue_bin/sorting_packages_part_1_ep000015_seg05_f000748.jpg,Place the package in the blue bin.,Place the package in the blue bin.
train,place_in_blue_bin,sorting_packages_part_1,15,5,704,777,708,773,758,train/place_in_blue_bin/sorting_packages_part_1_ep000015_seg05_f000758.jpg,Place the package in the blue bin.,Place the package in the blue bin.
train,place_in_blue_bin,sorting_packages_part_1,15,5,704,777,708,773,768,train/place_in_blue_bin/sorting_packages_part_1_ep000015_seg05_f000768.jpg,Place the package in the blue bin.,Place the package in the blue bin.
train,place_in_blue_bin,sorting_packages_part_1,15,5,704,777,708,773,772,train/place_in_blue_bin/sorting_packages_part_1_ep000015_seg05_f000772.jpg,Place the package in the blue bin.,Place the package in the blue bin.
train,return_initial,sorting_packages_part_1,15,6,777,827,780,825,780,train/return_initial/sorting_packages_part_1_ep000015_seg06_f000780.jpg,Both arms coordinate and the waist returns to the initial posture.,Both arms coordinate and the waist returns to the initial posture.
train,return_initial,sorting_packages_part_1,15,6,777,827,780,825,790,train/return_initial/sorting_packages_part_1_ep000015_seg06_f000790.jpg,Both arms coordinate and the waist returns to the initial posture.,Both arms coordinate and the waist returns to the initial posture.
train,return_initial,sorting_packages_part_1,15,6,777,827,780,825,800,train/return_initial/sorting_packages_part_1_ep000015_seg06_f000800.jpg,Both arms coordinate and the waist returns to the initial posture.,Both arms coordinate and the waist returns to the initial posture.
train,return_initial,sorting_packages_part_1,15,6,777,827,780,825,810,train/return_initial/sorting_packages_part_1_ep000015_seg06_f000810.jpg,Both arms coordinate and the waist returns to the initial posture.,Both arms coordinate and the waist returns to the initial posture.
train,return_initial,sorting_packages_part_1,15,6,777,827,780,825,820,train/return_initial/sorting_packages_part_1_ep000015_seg06_f000820.jpg,Both arms coordinate and the waist returns to the initial posture.,Both arms coordinate and the waist returns to the initial posture.
train,return_initial,sorting_packages_part_1,15,6,777,827,780,825,824,train/return_initial/sorting_packages_part_1_ep000015_seg06_f000824.jpg,Both arms coordinate and the waist returns to the initial posture.,Both arms coordinate and the waist returns to the initial posture.
val,grab_table,sorting_packages_part_1,16,0,0,124,6,118,6,val/grab_table/sorting_packages_part_1_ep000016_seg00_f000006.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
val,grab_table,sorting_packages_part_1,16,0,0,124,6,118,16,val/grab_table/sorting_packages_part_1_ep000016_seg00_f000016.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
val,grab_table,sorting_packages_part_1,16,0,0,124,6,118,26,val/grab_table/sorting_packages_part_1_ep000016_seg00_f000026.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
val,grab_table,sorting_packages_part_1,16,0,0,124,6,118,36,val/grab_table/sorting_packages_part_1_ep000016_seg00_f000036.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
val,grab_table,sorting_packages_part_1,16,0,0,124,6,118,46,val/grab_table/sorting_packages_part_1_ep000016_seg00_f000046.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
val,grab_table,sorting_packages_part_1,16,0,0,124,6,118,56,val/grab_table/sorting_packages_part_1_ep000016_seg00_f000056.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
val,grab_table,sorting_packages_part_1,16,0,0,124,6,118,66,val/grab_table/sorting_packages_part_1_ep000016_seg00_f000066.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
val,grab_table,sorting_packages_part_1,16,0,0,124,6,118,76,val/grab_table/sorting_packages_part_1_ep000016_seg00_f000076.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
val,grab_table,sorting_packages_part_1,16,0,0,124,6,118,86,val/grab_table/sorting_packages_part_1_ep000016_seg00_f000086.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
val,grab_table,sorting_packages_part_1,16,0,0,124,6,118,96,val/grab_table/sorting_packages_part_1_ep000016_seg00_f000096.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
val,grab_table,sorting_packages_part_1,16,0,0,124,6,118,106,val/grab_table/sorting_packages_part_1_ep000016_seg00_f000106.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
val,grab_table,sorting_packages_part_1,16,0,0,124,6,118,116,val/grab_table/sorting_packages_part_1_ep000016_seg00_f000116.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
